Tool Name (version),Speed [M chars/s]
KyTea (2020-04-03),1.4674450789921388
Vaporetto (0.3.0),10.07734841348238
Vaporetto (0.3.0+feature=simd),11.414333204815095
MeCab (2020-09-14),4.619055018595073
Kuromoji (0.9.0),1.4837693905013502
Lindera (0.8.1),1.4499374143314385
Sudachi (0.5.3),0.3185670881795747
sudachi.rs (0.6.0),0.9658781319147613
